,blurb,id,image.full,image.group,image.h,image.sprite,image.w,image.x,image.y,info.attack,info.defense,info.difficulty,info.magic,key,name,partype,stats.armor,stats.armorperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackrange,stats.attackspeed,stats.attackspeedperlevel,stats.crit,stats.critperlevel,stats.hp,stats.hpperlevel,stats.hpregen,stats.hpregenperlevel,stats.movespeed,stats.mp,stats.mpperlevel,stats.mpregen,stats.mpregenperlevel,stats.spellblock,stats.spellblockperlevel,tags,title,version
0,"More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...",Kennen,Kennen.png,champion,48,champion1.png,48,288,96,6,4,4,7,85,Kennen,Energy,29.0,3.75,48.0,3.75,550,0.625,3.4,0,0,541.0,84,5.5,0.65,335,200.0,0.0,50.0,0.0,30.0,0.5,"['Mage', 'Marksman']",the Heart of the Tempest,10.14.1
0,"The Void grows, and the Void adapts—in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...",Khazix,Khazix.png,champion,48,champion1.png,48,336,96,9,4,6,3,121,Kha'Zix,Mana,36.0,3.0,63.0,3.1,125,0.668,2.7,0,0,572.8,85,7.5,0.75,350,327.2,40.0,7.59,0.5,32.1,1.25,['Assassin'],the Voidreaver,10.14.1
0,"Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...",Kindred,Kindred.png,champion,48,champion1.png,48,384,96,8,2,4,2,203,Kindred,Mana,29.0,3.5,65.0,2.5,500,0.625,3.5,0,0,540.0,85,7.0,0.55,325,300.0,35.0,7.0,0.4,30.0,0.5,['Marksman'],The Eternal Hunters,10.14.1
0,"A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...",Kled,Kled.png,champion,48,champion1.png,48,432,96,8,2,7,2,240,Kled,Courage,35.0,4.0,65.0,3.5,125,0.625,3.5,0,0,340.0,70,6.0,0.75,345,100.0,0.0,0.0,0.0,32.1,1.25,"['Fighter', 'Tank']",the Cantankerous Cavalier,10.14.1
0,"Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...",KogMaw,KogMaw.png,champion,48,champion2.png,48,0,0,8,2,6,5,96,Kog'Maw,Mana,24.0,3.5,61.0,3.11,500,0.665,2.65,0,0,565.0,90,3.75,0.55,330,325.0,40.0,8.75,0.7,30.0,0.5,"['Marksman', 'Mage']",the Mouth of the Abyss,10.14.1
0,"Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...",Leblanc,Leblanc.png,champion,48,champion2.png,48,48,0,1,4,9,10,7,LeBlanc,Mana,21.88,3.5,54.88,3.5,525,0.625,1.4,0,0,528.0,92,7.5,0.55,340,334.0,50.0,6.0,0.8,30.0,0.5,"['Assassin', 'Mage']",the Deceiver,10.14.1
0,"A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...",LeeSin,LeeSin.png,champion,48,champion2.png,48,96,0,8,5,6,3,64,Lee Sin,Energy,33.0,3.7,70.0,3.2,125,0.651,3.0,0,0,575.0,85,7.5,0.7,345,200.0,0.0,50.0,0.0,32.1,1.25,"['Fighter', 'Assassin']",the Blind Monk,10.14.1
0,"Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...",Leona,Leona.png,champion,48,champion2.png,48,144,0,4,8,4,3,89,Leona,Mana,47.0,3.6,60.04,3.0,125,0.625,2.9,0,0,576.16,87,8.5,0.85,335,302.2,40.0,6.0,0.8,32.1,1.25,"['Tank', 'Support']",the Radiant Dawn,10.14.1
0,"Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...",Lissandra,Lissandra.png,champion,48,champion2.png,48,192,0,2,5,6,8,127,Lissandra,Mana,22.0,3.7,53.0,2.7,550,0.656,1.36,0,0,550.0,90,7.0,0.55,325,475.0,30.0,8.0,0.4,30.0,0.5,['Mage'],the Ice Witch,10.14.1
0,"Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her return to...",Lucian,Lucian.png,champion,48,champion2.png,48,240,0,8,5,6,3,236,Lucian,Mana,28.0,3.0,64.0,2.75,500,0.638,3.3,0,0,571.0,86,3.75,0.65,335,348.88,38.0,8.176,0.7,30.0,0.5,['Marksman'],the Purifier,10.14.1
0,"The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...",Lulu,Lulu.png,champion,48,champion2.png,48,288,0,4,5,5,7,117,Lulu,Mana,29.0,3.7,47.0,2.6,550,0.625,2.25,0,0,525.0,74,6.0,0.6,330,350.0,55.0,11.0,0.6,30.0,0.5,"['Support', 'Mage']",the Fae Sorceress,10.14.1
0,"Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...",Lux,Lux.png,champion,48,champion2.png,48,336,0,2,4,5,9,99,Lux,Mana,18.72,4.0,53.54,3.3,550,0.669,1.0,0,0,490.0,85,5.5,0.55,330,480.0,23.5,8.0,0.8,30.0,0.5,"['Mage', 'Support']",the Lady of Luminosity,10.14.1
0,"A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...",Malphite,Malphite.png,champion,48,champion2.png,48,384,0,5,9,2,7,54,Malphite,Mana,37.0,3.75,61.97,4.0,125,0.736,3.4,0,0,574.2,90,7.0,0.55,335,282.2,40.0,7.324,0.55,32.1,1.25,"['Tank', 'Fighter']",Shard of the Monolith,10.14.1
0,"A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...",Malzahar,Malzahar.png,champion,48,champion2.png,48,432,0,2,2,6,9,90,Malzahar,Mana,18.0,3.5,55.0,3.0,500,0.625,1.5,0,0,537.0,87,6.0,0.6,335,375.0,27.5,8.0,0.8,30.0,0.5,"['Mage', 'Assassin']",the Prophet of the Void,10.14.1
0,"Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...",Maokai,Maokai.png,champion,48,champion2.png,48,0,48,3,8,3,6,57,Maokai,Mana,39.0,4.0,63.54,3.3,125,0.8,2.125,0,0,565.0,95,5.0,0.75,335,375.0,43.0,7.2,0.6,32.1,1.25,"['Tank', 'Mage']",the Twisted Treant,10.14.1
0,"Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...",MasterYi,MasterYi.png,champion,48,champion2.png,48,48,48,10,4,4,2,11,Master Yi,Mana,33.0,3.0,66.0,3.0,125,0.679,2.0,0,0,598.56,92,7.5,0.65,355,250.56,42.0,7.256,0.45,32.1,1.25,"['Assassin', 'Fighter']",the Wuju Bladesman,10.14.1
0,"A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...",MissFortune,MissFortune.png,champion,48,champion2.png,48,96,48,8,2,1,5,21,Miss Fortune,Mana,28.0,3.0,50.0,2.7,550,0.656,2.25,0,0,570.0,93,3.75,0.65,325,325.84,35.0,8.042,0.65,30.0,0.5,['Marksman'],the Bounty Hunter,10.14.1
0,"Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...",MonkeyKing,MonkeyKing.png,champion,48,champion2.png,48,144,48,8,5,3,2,62,Wukong,Mana,31.0,3.5,68.0,4.0,175,0.711,3.0,0,0,540.0,85,4.0,0.65,345,300.0,45.0,8.0,0.65,28.0,1.25,"['Fighter', 'Tank']",the Monkey King,10.14.1
0,"Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but...",Mordekaiser,Mordekaiser.png,champion,48,champion2.png,48,192,48,4,6,4,7,82,Mordekaiser,Shield,37.0,3.0,61.0,4.0,175,0.625,1.0,0,0,575.0,90,5.0,0.75,335,100.0,0.0,0.0,0.0,32.0,1.25,['Fighter'],the Iron Revenant,10.14.1
0,"Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from...",Morgana,Morgana.png,champion,48,champion2.png,48,240,48,1,6,1,8,25,Morgana,Mana,25.0,3.8,56.0,3.5,450,0.625,1.53,0,0,560.0,90,5.5,0.4,335,340.0,60.0,11.0,0.4,30.0,0.5,"['Mage', 'Support']",the Fallen,10.14.1
0,"A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...",Nami,Nami.png,champion,48,champion2.png,48,288,48,4,3,5,7,267,Nami,Mana,29.0,4.0,51.208,3.1,550,0.644,2.61,0,0,475.0,74,5.5,0.55,335,365.0,43.0,11.5,0.4,30.0,0.5,"['Support', 'Mage']",the Tidecaller,10.14.1
0,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...",Nasus,Nasus.png,champion,48,champion2.png,48,336,48,7,5,6,6,75,Nasus,Mana,34.0,3.5,67.0,3.5,125,0.638,3.48,0,0,561.2,90,9.0,0.9,350,325.6,42.0,7.44,0.5,32.1,1.25,"['Fighter', 'Tank']",the Curator of the Sands,10.14.1
0,"A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...",Nautilus,Nautilus.png,champion,48,champion2.png,48,384,48,4,6,6,6,111,Nautilus,Mana,39.0,3.75,61.0,3.3,175,0.706,1.0,0,0,576.48,86,8.5,0.55,325,400.0,47.0,8.626,0.5,32.1,1.25,"['Tank', 'Fighter']",the Titan of the Depths,10.14.1
0,"Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...",Neeko,Neeko.png,champion,48,champion2.png,48,432,48,1,1,5,9,518,Neeko,Mana,21.0,4.0,48.0,2.5,550,0.625,3.5,0,0,540.0,90,7.5,0.75,340,450.0,30.0,7.0,0.7,30.0,0.5,"['Mage', 'Support']",the Curious Chameleon,10.14.1
0,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...",Nidalee,Nidalee.png,champion,48,champion2.png,48,0,96,5,4,8,7,76,Nidalee,Mana,28.0,3.5,61.0,3.5,525,0.638,3.22,0,0,545.0,85,6.0,0.6,335,295.6,45.0,6.0,0.8,30.0,0.5,"['Assassin', 'Mage']",the Bestial Huntress,10.14.1
0,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...",Nocturne,Nocturne.png,champion,48,champion2.png,48,48,96,9,5,4,2,56,Nocturne,Mana,38.0,3.5,62.0,3.1,125,0.721,2.7,0,0,585.0,85,7.0,0.75,345,275.0,35.0,7.0,0.45,32.1,0.75,"['Assassin', 'Fighter']",the Eternal Nightmare,10.14.1
0,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...",Nunu,Nunu.png,champion,48,champion2.png,48,96,96,4,6,4,7,20,Nunu & Willump,Mana,32.0,3.0,61.0,3.0,125,0.625,2.25,0,0,570.0,82,5.0,0.8,345,280.0,42.0,7.0,0.5,32.1,1.25,"['Tank', 'Fighter']",the Boy and His Yeti,10.14.1
0,"An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...",Olaf,Olaf.png,champion,48,champion2.png,48,144,96,9,5,3,3,2,Olaf,Mana,35.0,3.0,68.0,3.5,125,0.694,2.7,0,0,597.24,93,8.5,0.9,350,315.6,42.0,7.466,0.575,32.1,1.25,"['Fighter', 'Tank']",the Berserker,10.14.1
0,"Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...",Orianna,Orianna.png,champion,48,champion2.png,48,192,96,4,3,7,9,61,Orianna,Mana,17.04,3.0,40.368,2.6,525,0.658,3.5,0,0,530.0,91,7.0,0.55,325,418.0,25.0,8.0,0.8,26.0,0.5,"['Mage', 'Support']",the Lady of Clockwork,10.14.1
0,"Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...",Ornn,Ornn.png,champion,48,champion2.png,48,240,96,5,9,5,3,516,Ornn,Mana,36.0,4.0,69.0,3.5,175,0.625,2.0,0,0,590.0,95,9.0,0.9,335,340.6,45.0,8.01,0.6,32.1,1.25,"['Tank', 'Fighter']",The Fire below the Mountain,10.14.1
0,"Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...",Pantheon,Pantheon.png,champion,48,champion2.png,48,288,96,9,4,4,3,80,Pantheon,Mana,40.0,3.75,64.0,3.3,175,0.644,2.95,0,0,580.0,95,10.0,0.65,355,317.12,31.0,7.356,0.45,28.0,1.25,"['Fighter', 'Assassin']",the Unbreakable Spear,10.14.1
0,"Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...",Poppy,Poppy.png,champion,48,champion2.png,48,336,96,6,7,6,2,78,Poppy,Mana,38.0,3.5,64.0,4.0,125,0.625,2.5,0,0,540.0,90,8.0,0.8,345,280.0,40.0,7.0,0.7,32.0,1.25,"['Tank', 'Fighter']",Keeper of the Hammer,10.14.1
0,"A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish… and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...",Pyke,Pyke.png,champion,48,champion2.png,48,384,96,9,3,7,1,555,Pyke,Mana,45.0,3.5,62.0,2.0,150,0.667,2.5,0,0,600.0,90,7.0,0.5,330,415.0,50.0,8.0,1.0,32.0,1.25,"['Support', 'Assassin']",the Bloodharbor Ripper,10.14.1
0,"In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...",Qiyana,Qiyana.png,champion,48,champion2.png,48,432,96,0,2,8,4,246,Qiyana,Mana,28.0,3.5,64.0,3.1,150,0.625,2.1,0,0,590.0,90,8.5,0.65,335,320.0,50.0,8.0,0.7,32.1,1.25,"['Assassin', 'Fighter']",Empress of the Elements,10.14.1
0,"Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...",Quinn,Quinn.png,champion,48,champion3.png,48,0,0,9,4,5,2,133,Quinn,Mana,28.0,3.5,59.0,2.4,525,0.668,3.1,0,0,532.8,85,5.5,0.55,335,268.8,35.0,6.972,0.4,30.0,0.5,"['Marksman', 'Assassin']",Demacia's Wings,10.14.1
0,"As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...",Rakan,Rakan.png,champion,48,champion3.png,48,48,0,2,4,5,8,497,Rakan,Mana,32.0,3.9,62.0,3.5,300,0.635,3.0,0,0,540.0,85,5.0,0.5,335,315.0,50.0,8.75,0.5,32.1,1.25,['Support'],The Charmer,10.14.1
0,"Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast...",Rammus,Rammus.png,champion,48,champion3.png,48,96,0,4,10,5,5,33,Rammus,Mana,36.0,4.3,55.88,3.5,125,0.656,2.215,0,0,564.48,95,8.0,0.55,335,310.44,33.0,7.84,0.5,32.1,1.25,"['Tank', 'Fighter']",the Armordillo,10.14.1
0,"An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima—merchants, traders, even armed...",RekSai,RekSai.png,champion,48,champion3.png,48,144,0,8,5,3,2,421,Rek'Sai,Rage,36.0,3.75,64.0,3.0,175,0.667,2.0,0,0,570.0,85,7.5,0.65,335,100.0,0.0,0.0,0.0,32.1,1.25,['Fighter'],the Void Burrower,10.14.1
0,"Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed...",Renekton,Renekton.png,champion,48,champion3.png,48,192,0,8,5,3,2,58,Renekton,Fury,35.0,4.0,69.0,3.75,125,0.665,2.75,0,0,575.0,87,8.0,0.75,345,100.0,0.0,0.0,0.0,32.1,1.25,"['Fighter', 'Tank']",the Butcher of the Sands,10.14.1
0,"Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...",Rengar,Rengar.png,champion,48,champion3.png,48,240,0,7,4,8,2,107,Rengar,Ferocity,34.0,3.0,68.0,3.0,125,0.667,3.0,0,0,585.0,90,7.0,0.5,345,4.0,0.0,0.0,0.0,32.1,1.25,"['Assassin', 'Fighter']",the Pridestalker,10.14.1
0,"Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a...",Riven,Riven.png,champion,48,champion3.png,48,288,0,8,5,8,1,92,Riven,None,33.0,3.2,64.0,3.0,125,0.625,3.5,0,0,560.0,86,8.5,0.5,340,0.0,0.0,0.0,0.0,32.1,1.25,"['Fighter', 'Assassin']",the Exile,10.14.1
0,"Rumble is a young inventor with a temper. Using nothing more than his own two hands and a heap of scrap, the feisty yordle constructed a colossal mech suit outfitted with an arsenal of electrified harpoons and incendiary rockets. Though others may scoff...",Rumble,Rumble.png,champion,48,champion3.png,48,336,0,3,6,10,8,68,Rumble,Heat,31.0,3.5,61.0,3.2,125,0.644,1.85,0,0,589.0,85,8.0,0.6,345,100.0,0.0,0.0,0.0,32.1,1.25,"['Fighter', 'Mage']",the Mechanized Menace,10.14.1
0,"Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runes—fragments...",Ryze,Ryze.png,champion,48,champion3.png,48,384,0,2,2,7,10,13,Ryze,Mana,22.0,3.0,58.0,3.0,550,0.625,2.112,0,0,575.0,98,8.0,0.8,340,300.0,50.0,8.0,1.0,36.0,0.5,"['Mage', 'Fighter']",the Rune Mage,10.14.1
0,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...",Sejuani,Sejuani.png,champion,48,champion3.png,48,432,0,5,7,4,6,113,Sejuani,Mana,34.0,4.25,66.0,4.0,150,0.688,3.5,0,0,560.0,100,8.5,1.0,340,400.0,40.0,7.0,0.7,32.1,1.25,"['Tank', 'Fighter']",Fury of the North,10.14.1
0,"Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back—only to be killed, her soul imprisoned in a lantern by the cruel wraith Thresh. But refusing to...",Senna,Senna.png,champion,48,champion3.png,48,0,48,7,2,7,6,235,Senna,Mana,28.0,3.5,50.0,0.0,600,0.625,4.0,0,0,520.0,75,3.5,0.55,330,350.0,45.0,11.5,0.4,30.0,0.5,"['Marksman', 'Support']",the Redeemer,10.14.1
0,"A leader of Ionia's growing criminal underworld, Sett rose to prominence in the wake of the war with Noxus. Though he began as a humble challenger in the fighting pits of Navori, he quickly gained notoriety for his savage strength, and his ability to...",Sett,Sett.png,champion,48,champion3.png,48,48,48,8,5,2,1,875,Sett,Grit,33.0,4.0,60.0,4.0,125,0.625,1.75,0,0,600.0,93,7.0,0.5,340,0.0,0.0,0.0,0.0,32.0,1.25,"['Fighter', 'Tank']",the Boss,10.14.1
0,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...",Shaco,Shaco.png,champion,48,champion3.png,48,96,48,8,4,9,6,35,Shaco,Mana,30.0,3.5,63.0,3.0,125,0.694,3.0,0,0,587.0,89,8.5,0.55,350,297.2,40.0,7.156,0.45,32.1,1.25,['Assassin'],the Demon Jester,10.14.1
0,"Among the secretive, Ionian warriors known as the Kinkou, Shen serves as their leader, the Eye of Twilight. He longs to remain free from the confusion of emotion, prejudice, and ego, and walks the unseen path of dispassionate judgment between the spirit...",Shen,Shen.png,champion,48,champion3.png,48,144,48,3,9,4,3,98,Shen,Energy,34.0,3.0,60.0,3.0,125,0.751,3.0,0,0,540.0,85,8.5,0.75,340,400.0,0.0,50.0,0.0,32.1,1.25,['Tank'],the Eye of Twilight,10.14.1
0,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...",Shyvana,Shyvana.png,champion,48,champion3.png,48,192,48,8,6,4,3,102,Shyvana,Fury,38.0,3.35,66.0,3.4,125,0.658,2.5,0,0,595.0,95,8.5,0.8,350,100.0,0.0,0.0,0.0,32.1,1.25,"['Fighter', 'Tank']",the Half-Dragon,10.14.1
0,"Singed is a Zaunite alchemist of unmatched intellect, who has devoted his life to pushing the boundaries of knowledge—with no price, even his own sanity, too high to pay. Is there a method to his madness? His concoctions rarely fail, but it appears to...",Singed,Singed.png,champion,48,champion3.png,48,240,48,4,8,5,7,27,Singed,Mana,34.0,3.5,63.0,3.375,125,0.613,1.9,0,0,580.0,85,9.5,0.55,345,330.0,45.0,7.5,0.55,32.1,1.25,"['Tank', 'Fighter']",the Mad Chemist,10.14.1
0,"A war hero from a bygone era, Sion was revered in Noxus for choking the life out of a Demacian king with his bare hands—but, denied oblivion, he was resurrected to serve his empire even in death. His indiscriminate slaughter claimed all who stood in his...",Sion,Sion.png,champion,48,champion3.png,48,288,48,5,9,5,3,14,Sion,Mana,32.0,3.0,68.0,4.0,175,0.679,1.3,0,0,545.0,73,7.5,0.8,345,330.0,42.0,8.0,0.6,32.1,1.25,"['Tank', 'Fighter']",The Undead Juggernaut,10.14.1
0,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her...",Sivir,Sivir.png,champion,48,champion3.png,48,336,48,9,3,4,1,15,Sivir,Mana,26.0,3.25,63.0,3.0,500,0.625,1.6,0,0,562.0,90,3.25,0.55,335,284.0,50.0,8.0,0.9,30.0,0.5,['Marksman'],the Battle Mistress,10.14.1
0,"Skarner is an immense crystalline scorpion from a hidden valley in Shurima. Part of the ancient Brackern race, Skarner and his kin are known for their great wisdom and deep connection to the land, as their souls are fused with powerful life crystals...",Skarner,Skarner.png,champion,48,champion3.png,48,384,48,7,6,5,5,72,Skarner,Mana,38.0,3.8,65.0,4.5,125,0.625,2.1,0,0,601.28,90,9.0,0.85,335,320.0,40.0,7.206,0.45,32.1,1.25,"['Fighter', 'Tank']",the Crystal Vanguard,10.14.1
0,"Sona is Demacia's foremost virtuoso of the stringed etwahl, speaking only through her graceful chords and vibrant arias. This genteel manner has endeared her to the highborn, though others suspect her spellbinding melodies to actually emanate magic—a...",Sona,Sona.png,champion,48,champion3.png,48,432,48,5,2,4,8,37,Sona,Mana,28.0,3.3,49.0,3.0,550,0.644,2.3,0,0,482.36,77,5.5,0.55,325,340.6,45.0,11.5,0.4,30.0,0.5,"['Support', 'Mage']",Maven of the Strings,10.14.1
0,"A wanderer from the celestial dimensions beyond Mount Targon, Soraka gave up her immortality to protect the mortal races from their own more violent instincts. She endeavors to spread the virtues of compassion and mercy to everyone she meets—even...",Soraka,Soraka.png,champion,48,champion3.png,48,0,96,2,5,3,7,16,Soraka,Mana,32.0,3.8,50.0,3.0,550,0.625,2.14,0,0,535.0,74,2.5,0.5,325,425.0,40.0,11.5,0.4,30.0,0.5,"['Support', 'Mage']",the Starchild,10.14.1
0,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination… and a new...",Swain,Swain.png,champion,48,champion3.png,48,48,96,2,6,8,9,50,Swain,Mana,22.72,4.0,58.0,2.7,525,0.625,2.11,0,0,525.0,85,7.0,0.65,335,468.0,28.5,8.0,0.8,30.0,0.5,"['Mage', 'Fighter']",the Noxian Grand General,10.14.1
0,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...",Sylas,Sylas.png,champion,48,champion3.png,48,96,96,3,4,5,8,517,Sylas,Mana,27.0,4.0,61.0,3.0,175,0.645,3.5,0,0,525.0,115,9.0,0.9,340,280.0,50.0,7.0,0.8,32.0,1.75,"['Mage', 'Assassin']",the Unshackled,10.14.1
